Birthday,Zip Code,Wear Glasses?,Allergic to Dogs?,Brown Hair?,Blue Eyes?
12/4/2001,14214,Yes,No,Yes,Yes
8/17/1965,14210,No,No,Yes,No
7/7/1920,14215,Yes,Yes,No,Yes
10/11/1963,14213,No,No,Yes,Yes
9/29/1994,14204,Yes,Yes,Yes,Yes
10/1/1911,14223,No,No,Yes,Yes
3/14/1910,14223,No,Yes,No,No
9/15/2000,14213,Yes,Yes,Yes,Yes
5/27/1999,14222,No,No,Yes,No
1/28/1901,14201,Yes,Yes,Yes,Yes
5/10/2010,14211,Yes,Yes,Yes,Yes
8/8/1923,14215,Yes,Yes,Yes,Yes
9/1/2008,14214,No,No,No,Yes
4/23/1966,14215,Yes,Yes,No,Yes
8/25/1948,14204,Yes,Yes,No,Yes
12/15/2000,14206,Yes,No,Yes,Yes
9/10/2010,14201,Yes,No,Yes,No
11/25/1912,14204,Yes,No,No,Yes
5/30/1957,14212,No,Yes,Yes,Yes
11/6/1983,14213,Yes,No,Yes,No
7/1/1934,14213,No,Yes,Yes,Yes
3/11/1942,14201,Yes,Yes,Yes,Yes
3/21/1996,14213,Yes,No,Yes,Yes
9/15/1978,14206,No,No,No,Yes
6/9/1927,14212,Yes,No,Yes,Yes
7/31/1936,14206,No,Yes,Yes,Yes
6/2/1979,14215,Yes,Yes,Yes,Yes
9/25/2003,14216,No,Yes,Yes,No
3/18/2001,14214,No,No,Yes,Yes
12/27/1936,14202,Yes,Yes,Yes,Yes
11/2/1992,14216,Yes,Yes,No,No
11/4/1972,14206,No,Yes,Yes,Yes
12/12/1916,14201,Yes,Yes,Yes,Yes
9/9/1939,14222,Yes,No,No,Yes
9/11/2000,14204,Yes,Yes,Yes,Yes
12/9/1999,14215,No,Yes,Yes,No
5/9/1926,14206,No,No,No,No
2/26/1983,14215,Yes,No,Yes,Yes
5/21/1969,14210,Yes,Yes,Yes,Yes
11/9/1974,14214,Yes,Yes,Yes,Yes
4/2/1979,14212,No,Yes,No,Yes
8/7/1907,14211,Yes,Yes,No,Yes
10/15/1900,14208,No,No,No,Yes
12/30/1912,14211,No,Yes,No,Yes
4/14/1961,14213,No,Yes,Yes,Yes
10/19/1912,14213,No,Yes,No,Yes
8/15/1995,14212,Yes,Yes,No,Yes
8/3/1908,14212,No,Yes,Yes,Yes
2/27/1979,14215,Yes,No,Yes,No
5/20/1953,14214,Yes,Yes,Yes,No
8/16/1972,14201,No,No,No,Yes
11/13/1950,14208,No,Yes,No,No
4/3/1935,14211,No,No,No,No
4/23/2007,14204,No,Yes,Yes,Yes
9/9/1954,14223,No,Yes,Yes,Yes
3/26/1969,14204,No,No,Yes,Yes
2/7/1957,14210,Yes,Yes,No,Yes
3/13/1998,14208,Yes,Yes,Yes,No
4/29/1936,14210,No,Yes,Yes,Yes
2/24/2006,14216,Yes,No,Yes,No
3/13/1918,14213,No,Yes,Yes,Yes
7/19/1910,14220,No,Yes,No,Yes
4/25/2003,14223,Yes,Yes,Yes,No
12/4/1919,14204,No,Yes,Yes,Yes
1/9/1987,14203,No,Yes,Yes,Yes
2/8/1927,14212,Yes,No,Yes,Yes
4/30/1989,14210,Yes,No,Yes,Yes
2/24/1971,14210,No,No,No,Yes
10/14/1935,14223,No,No,Yes,No
8/20/1979,14223,No,No,Yes,Yes
8/26/1939,14210,No,Yes,Yes,No
10/9/2008,14204,Yes,No,No,Yes
8/22/1989,14201,No,No,Yes,Yes
11/30/2002,14214,No,No,Yes,Yes
8/11/1974,14201,Yes,Yes,Yes,Yes
10/5/1966,14222,Yes,Yes,No,Yes
10/15/1988,14201,Yes,No,Yes,Yes
1/6/1935,14211,Yes,No,No,Yes
6/17/1947,14223,Yes,Yes,Yes,No
3/30/2006,14210,No,No,Yes,Yes
2/4/1987,14223,No,Yes,Yes,Yes
5/31/1908,14204,No,No,Yes,Yes
4/18/1924,14201,Yes,Yes,No,Yes
3/20/1927,14215,No,Yes,Yes,Yes
6/24/1964,14211,No,Yes,Yes,Yes
7/15/1944,14220,No,No,No,Yes
4/21/2002,14210,Yes,No,Yes,Yes
3/2/2004,14212,Yes,No,No,Yes
7/1/1956,14213,Yes,Yes,Yes,Yes
10/26/1978,14202,Yes,Yes,No,No
3/22/1952,14203,No,No,No,Yes
11/9/1934,14206,No,Yes,Yes,Yes
5/28/1968,14225,No,Yes,Yes,Yes
12/1/1999,14213,Yes,No,No,Yes
9/14/1958,14208,Yes,Yes,No,Yes
3/14/1975,14213,Yes,No,Yes,Yes
8/18/2004,14214,Yes,Yes,Yes,Yes
3/4/1921,14206,Yes,No,No,Yes
6/30/1929,14212,Yes,No,Yes,No
7/18/1940,14206,No,Yes,No,Yes
12/6/1952,14214,Yes,Yes,Yes,Yes
12/22/1941,14223,Yes,No,Yes,Yes
6/25/2007,14216,No,Yes,Yes,Yes
10/14/1935,14202,Yes,Yes,Yes,No
5/16/1979,14212,Yes,Yes,Yes,Yes
3/19/1938,14203,No,No,No,Yes
12/29/1980,14204,No,Yes,Yes,Yes
2/6/1921,14202,No,Yes,No,Yes
7/19/1974,14210,No,Yes,No,Yes
12/28/1936,14223,Yes,No,Yes,No
10/20/1920,14216,Yes,Yes,No,Yes
5/8/2004,14215,No,Yes,Yes,Yes
9/20/1981,14211,No,No,Yes,No
3/10/1903,14206,No,Yes,Yes,Yes
7/7/1954,14202,No,Yes,Yes,No
9/27/1929,14204,Yes,No,Yes,Yes
1/25/1996,14208,No,No,Yes,Yes
12/22/1950,14213,Yes,Yes,Yes,Yes
10/25/2006,14212,Yes,Yes,Yes,Yes
12/18/1944,14223,No,Yes,No,Yes
9/21/1904,14201,Yes,Yes,Yes,No
3/27/1961,14202,Yes,No,Yes,No
5/3/1914,14210,Yes,Yes,No,Yes
7/31/1948,14210,No,No,Yes,Yes
3/18/1993,14212,No,No,No,Yes
12/1/1925,14202,Yes,No,Yes,No
10/26/1988,14212,No,No,Yes,Yes
4/5/1918,14220,Yes,Yes,Yes,Yes
8/25/1962,14223,No,Yes,No,No
2/23/1961,14208,Yes,No,Yes,No
6/19/1971,14215,No,No,No,Yes
4/16/1989,14207,No,Yes,Yes,No
6/27/1937,14214,No,No,Yes,No
8/5/1994,14223,No,No,Yes,No
6/18/2009,14210,No,Yes,No,No
6/1/1991,14215,Yes,No,Yes,No
11/27/1929,14213,No,Yes,Yes,Yes
6/15/1935,14206,No,Yes,No,No
9/3/1909,14204,Yes,Yes,Yes,Yes
4/7/1965,14215,Yes,No,No,No
10/12/1956,14202,Yes,No,Yes,Yes
3/5/1903,14215,No,Yes,Yes,No
1/18/1952,14204,No,No,Yes,Yes
1/4/1930,14216,No,Yes,Yes,Yes
8/10/1962,14201,Yes,Yes,Yes,Yes
3/23/1966,14204,Yes,Yes,Yes,Yes
1/6/2007,14204,No,Yes,Yes,Yes
10/19/1936,14218,Yes,Yes,Yes,Yes
4/25/1997,14213,Yes,No,No,No
3/18/1996,14202,No,Yes,No,Yes
10/25/1977,14202,Yes,Yes,No,Yes
1/6/1919,14214,No,No,Yes,Yes
2/25/1939,14222,No,Yes,Yes,No
10/11/1984,14218,No,Yes,Yes,Yes
3/3/1975,14202,No,No,Yes,Yes
6/9/1998,14215,Yes,Yes,Yes,Yes
3/7/2010,14208,Yes,No,Yes,Yes
5/7/1910,14210,No,Yes,Yes,No
9/14/1939,14215,Yes,Yes,No,Yes
3/5/1949,14208,Yes,No,Yes,Yes
3/25/1991,14210,Yes,No,Yes,Yes
11/5/2001,14210,No,No,Yes,Yes
7/6/1962,14210,Yes,No,Yes,No
11/31/1980,14208,No,No,Yes,Yes
12/9/1979,14214,Yes,Yes,Yes,Yes
12/27/1981,14202,No,Yes,Yes,Yes
9/28/1980,14211,No,No,No,No
3/18/1979,14201,Yes,Yes,Yes,No
4/12/1930,14215,Yes,Yes,Yes,Yes
5/22/1969,14204,No,Yes,Yes,No
12/12/1916,14201,Yes,No,Yes,Yes
5/7/1927,14208,No,Yes,Yes,Yes
11/27/1953,14223,No,No,No,Yes
1/30/1950,14223,No,Yes,No,Yes
7/15/1917,14214,Yes,Yes,No,Yes
5/14/1933,14210,No,No,Yes,Yes
8/11/1944,14215,Yes,Yes,Yes,Yes
1/22/1998,14204,No,Yes,No,Yes
11/3/1984,14214,Yes,Yes,No,Yes
1/2/1949,14214,No,Yes,No,Yes
7/29/1970,14223,Yes,No,Yes,No
4/24/2006,14223,No,No,Yes,No
7/27/1996,14211,No,No,Yes,No
12/10/1972,14223,No,Yes,Yes,Yes
9/4/1960,14214,Yes,No,Yes,Yes
3/27/1988,14206,Yes,Yes,Yes,No
7/19/1963,14214,Yes,Yes,Yes,Yes
3/27/2006,14210,Yes,No,Yes,Yes
5/7/1991,14206,Yes,Yes,Yes,Yes
8/22/1949,14201,No,Yes,Yes,Yes
4/9/1923,14206,No,No,Yes,Yes
12/7/1951,14204,Yes,Yes,No,Yes
11/16/1968,14211,No,Yes,Yes,Yes
10/13/1976,14210,No,Yes,Yes,No
1/9/1997,14210,Yes,No,Yes,No
7/7/1902,14220,No,No,No,Yes
12/11/1926,14201,Yes,No,Yes,Yes
2/7/1935,14214,No,Yes,No,Yes
7/13/1915,14213,Yes,No,No,Yes
7/24/1945,14210,No,No,No,Yes
4/17/1914,14215,No,No,No,Yes
6/24/2000,14225,Yes,No,Yes,Yes
5/22/1954,14211,No,No,No,No
12/12/1980,14215,No,Yes,Yes,Yes
10/10/1926,14214,Yes,Yes,No,Yes
10/12/2004,14204,Yes,No,No,Yes
12/11/1980,14212,No,No,Yes,Yes
11/28/1913,14212,No,Yes,Yes,Yes
2/27/1999,14210,No,Yes,Yes,Yes
3/1/1954,14201,Yes,No,Yes,Yes
6/26/1975,14223,No,No,Yes,Yes
8/12/1952,14223,No,Yes,Yes,Yes
7/8/1990,14212,Yes,Yes,No,Yes
9/30/1926,14211,No,Yes,Yes,Yes
9/25/1998,14208,No,No,Yes,No
9/1/1998,14211,Yes,Yes,Yes,No
12/20/1955,14204,Yes,No,No,Yes
3/1/1950,14201,Yes,No,Yes,Yes
10/6/2006,14204,No,Yes,Yes,Yes
10/28/2001,14213,No,Yes,No,Yes
9/12/1930,14210,Yes,Yes,Yes,Yes
10/8/1903,14214,No,Yes,Yes,Yes
8/12/2002,14216,No,No,Yes,Yes
9/2/1947,14216,No,No,Yes,Yes
2/27/1972,14212,No,Yes,Yes,No
6/10/1963,14223,No,No,No,Yes
8/13/1905,14223,Yes,Yes,No,Yes
3/23/1979,14218,No,Yes,Yes,No
2/12/1914,14208,Yes,No,No,Yes
7/4/1958,14215,Yes,Yes,Yes,Yes
11/28/1972,14222,Yes,Yes,Yes,Yes
7/19/1980,14204,Yes,Yes,Yes,Yes
7/27/1994,14212,No,No,Yes,Yes
9/1/1968,14202,No,Yes,No,No
7/18/1952,14214,No,Yes,Yes,Yes
11/3/1968,14212,No,No,Yes,Yes
4/31/1913,14210,Yes,Yes,Yes,Yes
12/9/2004,14212,No,Yes,Yes,Yes
5/4/1944,14210,No,Yes,No,Yes
2/1/1941,14209,No,No,No,Yes
8/7/1904,14208,No,No,Yes,Yes
11/14/2002,14202,Yes,Yes,No,No
1/12/2008,14215,Yes,No,Yes,Yes
3/15/1988,14208,Yes,No,Yes,Yes
9/19/1968,14204,No,Yes,Yes,Yes
12/14/2004,14210,No,No,Yes,Yes
3/6/1994,14213,Yes,No,No,Yes
8/27/1966,14212,Yes,No,Yes,Yes
9/16/1925,14212,Yes,Yes,No,Yes
9/8/1989,14203,No,Yes,Yes,Yes
2/20/1900,14215,Yes,Yes,Yes,Yes
3/28/1991,14201,No,Yes,Yes,Yes
9/21/1997,14213,Yes,Yes,Yes,No
12/11/2009,14210,Yes,No,Yes,Yes
12/15/1977,14218,No,No,Yes,No
2/7/2001,14208,No,Yes,No,Yes
1/23/1962,14220,No,Yes,Yes,No
7/26/1946,14212,Yes,No,No,Yes
4/10/1950,14211,No,Yes,Yes,Yes
7/30/1960,14216,No,Yes,Yes,Yes
9/2/1964,14213,No,No,Yes,No
7/9/1950,14206,No,Yes,Yes,Yes
9/7/1972,14215,No,Yes,Yes,Yes
11/10/1976,14212,No,No,Yes,No
9/2/1937,14210,No,Yes,No,Yes
4/6/1936,14223,Yes,Yes,Yes,Yes
5/22/1982,14206,Yes,Yes,Yes,Yes
2/1/1931,14223,Yes,No,Yes,Yes
9/9/1970,14223,No,Yes,No,Yes
2/7/1979,14206,Yes,No,Yes,Yes
6/28/1926,14222,No,Yes,No,Yes
12/29/1945,14201,No,Yes,No,Yes
1/9/1906,14203,Yes,No,Yes,Yes
9/8/1964,14213,Yes,No,Yes,Yes
1/17/1909,14208,No,Yes,Yes,Yes
5/28/1937,14210,Yes,Yes,No,Yes
5/18/1970,14222,Yes,Yes,No,Yes
5/18/1981,14211,No,Yes,Yes,Yes
2/17/1968,14201,No,Yes,Yes,No
12/28/1910,14223,Yes,Yes,No,Yes
8/1/1989,14214,No,No,No,No
1/22/1953,14210,No,Yes,No,No
1/12/1917,14218,No,Yes,Yes,Yes
3/9/1965,14213,No,Yes,Yes,Yes
4/22/1959,14208,No,No,Yes,Yes
3/30/1955,14211,No,No,Yes,Yes
2/11/1957,14223,Yes,Yes,Yes,Yes
8/12/2004,14202,No,Yes,Yes,Yes
3/29/1927,14212,No,No,Yes,Yes
6/14/1946,14214,Yes,Yes,Yes,Yes
5/12/1906,14208,No,Yes,Yes,Yes
1/27/1982,14203,No,Yes,Yes,Yes
6/22/1957,14218,No,No,Yes,Yes
5/5/1969,14215,Yes,Yes,Yes,Yes
10/30/2000,14210,Yes,Yes,Yes,Yes
8/25/1986,14210,Yes,Yes,Yes,Yes
6/17/1944,14212,No,Yes,Yes,Yes
1/11/1949,14206,Yes,No,Yes,No
8/23/2008,14212,Yes,Yes,No,Yes
10/23/1967,14210,Yes,Yes,No,Yes
9/12/1915,14201,No,No,Yes,Yes
6/31/1914,14211,No,Yes,No,Yes
5/17/1989,14203,No,Yes,Yes,Yes
4/24/2009,14202,Yes,No,Yes,Yes
12/13/1906,14215,No,Yes,No,Yes
9/17/1986,14210,No,Yes,No,No
7/24/1970,14223,No,No,No,Yes
4/8/1917,14223,Yes,Yes,Yes,Yes
11/18/1970,14206,No,Yes,No,Yes
8/28/1904,14213,No,No,Yes,No
8/4/1943,14201,Yes,Yes,Yes,Yes
7/31/1995,14214,No,Yes,Yes,No
1/5/1948,14215,Yes,No,No,Yes
4/10/1981,14210,No,No,No,Yes
6/4/1988,14223,No,Yes,Yes,No
9/22/1901,14213,No,Yes,No,Yes
12/21/1934,14201,Yes,Yes,No,Yes
4/4/1908,14223,Yes,Yes,Yes,No
10/25/1931,14212,No,Yes,No,No
1/12/1915,14215,Yes,Yes,Yes,No
3/4/1917,14222,No,No,Yes,Yes
6/20/1932,14203,No,Yes,No,Yes
12/25/1949,14202,No,Yes,No,Yes
1/2/1923,14215,Yes,Yes,Yes,Yes
1/12/2008,14223,Yes,Yes,No,Yes
1/10/1948,14206,No,No,Yes,Yes
12/8/2000,14206,No,Yes,Yes,Yes
8/27/1979,14213,No,Yes,Yes,Yes
12/5/1960,14210,No,Yes,Yes,No
12/19/1900,14213,Yes,Yes,Yes,Yes
10/17/1919,14201,No,No,No,Yes
5/25/1905,14204,Yes,Yes,Yes,Yes
10/19/1977,14218,No,Yes,Yes,Yes
9/20/1923,14216,No,Yes,Yes,Yes
10/5/1996,14210,Yes,No,Yes,No
6/17/1983,14214,Yes,Yes,Yes,Yes
4/28/1989,14206,Yes,Yes,No,Yes
6/5/1981,14223,Yes,Yes,Yes,Yes
12/16/1955,14201,No,Yes,Yes,Yes
9/14/1910,14214,No,Yes,Yes,Yes
3/4/1947,14215,Yes,Yes,Yes,Yes
4/10/1964,14208,Yes,No,Yes,Yes
7/17/1982,14210,No,Yes,Yes,Yes
3/16/1932,14201,No,No,Yes,Yes
1/10/1975,14218,Yes,No,Yes,Yes
12/23/1918,14206,Yes,No,Yes,Yes
5/7/1999,14203,No,No,No,No
12/8/1971,14216,Yes,No,Yes,Yes
11/12/1910,14208,Yes,Yes,Yes,Yes
8/17/1986,14223,Yes,No,Yes,Yes
4/13/1911,14201,Yes,Yes,No,Yes
8/29/1970,14213,No,Yes,Yes,Yes
1/10/1932,14206,No,No,Yes,Yes
9/27/1955,14204,Yes,No,No,Yes
2/1/1960,14208,No,No,No,Yes
7/7/1905,14206,Yes,Yes,Yes,Yes
6/19/1937,14211,No,Yes,No,Yes
11/16/1917,14203,No,Yes,Yes,Yes
1/21/1967,14202,Yes,Yes,No,Yes
5/24/1961,14213,No,No,Yes,Yes
8/11/1908,14210,No,Yes,Yes,Yes
9/15/1909,14215,No,Yes,No,No
10/13/1911,14214,No,No,Yes,Yes
2/17/1908,14215,No,Yes,No,Yes
2/27/2002,14215,No,Yes,Yes,Yes
9/7/1941,14204,No,Yes,No,No
1/7/1977,14223,No,Yes,No,Yes
1/5/1963,14201,Yes,No,No,Yes
7/24/1942,14213,Yes,Yes,Yes,Yes
10/27/1954,14210,Yes,No,Yes,Yes
6/13/1967,14214,Yes,Yes,No,Yes
4/15/1932,14220,No,No,No,Yes
5/25/1931,14213,No,Yes,Yes,No
11/30/1913,14211,No,Yes,No,No
1/23/2010,14214,No,Yes,Yes,Yes
2/3/1940,14223,No,Yes,Yes,Yes
6/12/1914,14215,Yes,No,Yes,Yes
2/4/1928,14206,No,No,No,Yes
10/19/1950,14214,Yes,Yes,Yes,Yes
10/28/1920,14202,Yes,Yes,Yes,Yes
11/14/1910,14222,Yes,No,No,Yes
9/25/1924,14210,Yes,No,Yes,Yes
9/14/1932,14202,Yes,No,Yes,Yes
1/16/1932,14206,Yes,No,Yes,No
8/9/1921,14218,No,Yes,No,Yes
9/21/1970,14208,No,Yes,No,Yes
9/5/1977,14208,Yes,Yes,No,Yes
11/7/1998,14202,Yes,Yes,No,Yes
9/23/1967,14212,Yes,Yes,Yes,Yes
2/25/1958,14212,Yes,Yes,No,No
12/6/1968,14213,No,Yes,No,Yes
12/1/1903,14208,Yes,Yes,Yes,Yes
2/27/1991,14204,No,Yes,No,No
12/3/2001,14204,No,No,Yes,Yes
12/10/1935,14214,Yes,Yes,No,Yes
8/31/1905,14202,No,No,Yes,Yes
3/29/1900,14210,No,No,No,Yes
3/8/1983,14210,No,No,No,Yes
6/14/1958,14223,Yes,Yes,Yes,Yes
7/11/1940,14206,No,Yes,No,Yes
12/30/1919,14215,No,Yes,Yes,Yes
11/12/1975,14215,Yes,No,Yes,No
3/31/1959,14223,No,Yes,Yes,Yes
5/19/1980,14212,Yes,No,Yes,Yes
1/17/1941,14210,Yes,Yes,Yes,Yes
8/12/1914,14216,No,No,Yes,Yes
1/2/1939,14223,No,Yes,No,Yes
10/26/1906,14215,Yes,No,Yes,Yes
9/23/1967,14212,Yes,Yes,No,No
10/26/1987,14201,No,No,Yes,Yes
5/21/2000,14223,Yes,No,Yes,No
6/4/1961,14214,No,Yes,Yes,Yes
6/1/1943,14213,No,No,Yes,Yes
12/7/1949,14214,No,Yes,No,No
11/3/1993,14208,Yes,Yes,Yes,Yes
8/20/1954,14223,No,No,Yes,Yes
6/21/2005,14215,Yes,No,No,Yes
12/18/1974,14214,No,No,Yes,Yes
10/26/1914,14201,Yes,Yes,Yes,Yes
2/31/1947,14212,No,Yes,Yes,Yes
2/21/1972,14202,Yes,Yes,Yes,Yes
8/14/1969,14202,Yes,Yes,No,Yes
12/30/1969,14214,Yes,No,Yes,Yes
2/24/1921,14223,Yes,No,Yes,Yes
7/4/2005,14215,No,Yes,Yes,Yes
5/31/1933,14210,No,Yes,No,Yes
12/22/1912,14210,Yes,No,Yes,Yes
5/17/1928,14201,Yes,Yes,No,Yes
3/2/1991,14212,Yes,Yes,No,Yes
12/7/1989,14212,No,Yes,Yes,Yes
1/2/2010,14223,Yes,No,No,No
11/25/1919,14213,Yes,Yes,No,Yes
7/15/1939,14213,No,Yes,No,Yes
7/17/1937,14223,No,Yes,Yes,Yes
5/3/1904,14212,No,Yes,Yes,No
4/1/1922,14210,No,Yes,No,Yes
3/18/1952,14216,No,Yes,Yes,Yes
7/3/1979,14212,No,Yes,Yes,No
6/3/1991,14213,No,Yes,Yes,No
8/4/1988,14210,No,Yes,Yes,Yes
2/1/1969,14214,No,Yes,No,Yes
12/8/2010,14214,No,No,Yes,Yes
6/14/1993,14202,No,No,Yes,Yes
7/4/1938,14222,Yes,No,Yes,Yes
6/6/2010,14212,No,Yes,Yes,No
2/25/1919,14223,No,No,Yes,No
3/13/2005,14206,Yes,Yes,Yes,No
1/22/1999,14202,Yes,Yes,Yes,Yes
10/11/1980,14206,Yes,No,Yes,Yes
8/6/1968,14211,Yes,Yes,Yes,Yes
2/15/1953,14212,Yes,Yes,Yes,Yes
10/21/1941,14206,Yes,Yes,Yes,Yes
9/8/2002,14213,No,Yes,Yes,Yes
4/1/1952,14204,No,Yes,Yes,Yes
3/15/1936,14202,Yes,Yes,Yes,Yes
1/10/1932,14212,Yes,Yes,Yes,Yes
1/24/1915,14215,Yes,Yes,No,Yes
8/13/1963,14210,Yes,No,Yes,Yes
6/26/1963,14214,Yes,Yes,No,No
4/18/1955,14223,No,No,Yes,No
4/13/1988,14222,No,Yes,Yes,No
6/12/1986,14214,No,Yes,Yes,Yes
3/10/1931,14210,No,Yes,Yes,Yes
9/4/1979,14201,Yes,No,No,Yes
3/10/1944,14218,No,No,No,Yes
4/6/1900,14216,No,Yes,No,Yes
5/13/1900,14216,Yes,No,Yes,Yes
2/8/1926,14223,No,No,Yes,Yes
7/2/1989,14216,No,No,No,No
4/7/1924,14212,Yes,No,No,No
10/26/1984,14223,Yes,No,Yes,Yes
1/26/1964,14223,Yes,No,Yes,Yes
6/16/1988,14202,No,No,Yes,Yes
12/26/1930,14213,Yes,No,Yes,Yes
12/21/1926,14202,Yes,Yes,No,Yes
3/19/1937,14210,No,Yes,Yes,Yes
9/18/1975,14222,No,Yes,Yes,Yes
9/15/1962,14222,No,No,Yes,Yes
9/9/1960,14213,Yes,Yes,Yes,Yes
12/3/1907,14204,No,Yes,Yes,Yes
3/24/1918,14202,No,Yes,No,No
11/3/1941,14213,Yes,No,Yes,No
11/21/1982,14206,Yes,Yes,No,Yes
4/17/1961,14223,No,Yes,Yes,Yes
10/23/1982,14210,No,No,Yes,No
10/12/1954,14214,Yes,No,No,Yes
11/20/1907,14214,No,Yes,Yes,Yes
7/16/1943,14204,Yes,No,Yes,Yes
1/4/2004,14222,No,Yes,Yes,No
1/31/1987,14212,No,No,Yes,Yes
2/6/1965,14213,No,Yes,No,Yes
8/29/2000,14206,No,Yes,Yes,No
12/23/1960,14214,No,No,Yes,Yes
10/22/1971,14204,No,Yes,Yes,Yes
6/5/1999,14211,Yes,Yes,Yes,Yes
1/23/1936,14215,No,No,Yes,Yes
6/8/1911,14208,No,No,Yes,Yes
12/5/1913,14218,No,Yes,No,Yes
8/27/2003,14204,Yes,No,Yes,Yes
1/27/1933,14212,Yes,No,Yes,Yes
5/18/1906,14208,Yes,No,Yes,Yes
2/27/1903,14204,Yes,No,Yes,Yes
3/16/1938,14210,Yes,No,Yes,Yes
7/11/1991,14210,No,No,Yes,No
11/31/1954,14208,No,Yes,Yes,Yes
6/25/1961,14213,No,Yes,Yes,No
9/17/1914,14212,No,No,Yes,Yes
9/2/1954,14223,Yes,No,Yes,No
1/20/1920,14204,Yes,No,No,Yes
10/25/1987,14215,No,No,Yes,No
1/10/1928,14203,Yes,Yes,Yes,Yes
5/23/2010,14212,No,Yes,No,Yes
7/20/1906,14208,No,Yes,Yes,Yes
11/24/2002,14214,Yes,Yes,Yes,No
7/5/1935,14218,Yes,Yes,Yes,No
8/2/1940,14202,No,Yes,Yes,Yes
9/14/1914,14204,No,Yes,No,Yes
9/23/1904,14202,Yes,No,Yes,Yes
2/21/1989,14210,No,No,No,Yes
10/19/1922,14215,No,No,Yes,No
3/21/1992,14213,Yes,No,Yes,Yes
1/23/1952,14211,No,Yes,No,Yes
3/6/1977,14210,No,Yes,Yes,Yes
11/31/1971,14214,No,Yes,No,Yes
1/13/1922,14201,No,Yes,Yes,Yes
8/26/1925,14208,Yes,No,Yes,No
11/15/1948,14216,Yes,Yes,Yes,Yes
3/30/1942,14223,No,Yes,No,No
11/6/1903,14212,No,Yes,Yes,Yes
1/9/1923,14213,Yes,No,Yes,Yes
8/15/1959,14216,No,Yes,No,Yes
2/18/1914,14223,Yes,Yes,Yes,Yes
9/27/1944,14214,Yes,No,Yes,Yes
11/20/1986,14213,No,Yes,Yes,Yes
11/23/1968,14210,No,No,Yes,Yes
12/5/1956,14201,No,Yes,Yes,Yes
6/16/1978,14223,Yes,No,No,Yes
6/24/1953,14215,No,Yes,No,Yes
8/25/1912,14223,Yes,Yes,Yes,Yes
8/20/2010,14214,Yes,No,Yes,Yes
12/12/2007,14215,Yes,Yes,Yes,Yes
1/4/1916,14212,Yes,Yes,Yes,No
11/2/1999,14213,No,Yes,Yes,Yes
12/28/2004,14210,Yes,No,Yes,Yes
9/18/1915,14214,Yes,Yes,No,Yes
6/31/1963,14213,No,Yes,Yes,Yes
12/20/1904,14212,Yes,Yes,No,Yes
6/22/1923,14213,Yes,Yes,No,No
6/1/1985,14214,Yes,Yes,Yes,Yes
3/10/1991,14212,Yes,Yes,Yes,No
11/4/1949,14208,No,No,No,Yes
8/4/1985,14213,No,Yes,Yes,Yes
11/21/1924,14213,No,Yes,No,Yes
6/16/1935,14207,No,Yes,Yes,No
11/17/1938,14215,No,Yes,Yes,Yes
8/4/1930,14204,No,Yes,Yes,No
5/25/1959,14212,Yes,No,No,No
1/12/1965,14212,Yes,Yes,No,No
10/30/1991,14201,Yes,Yes,No,Yes
7/5/1961,14215,No,Yes,Yes,Yes
10/29/1959,14223,Yes,No,No,Yes
5/12/1921,14210,No,No,Yes,No
2/7/1963,14213,No,No,Yes,Yes
1/9/1926,14201,No,No,Yes,No
6/25/1957,14203,No,Yes,Yes,No
2/8/1919,14211,No,No,Yes,Yes
1/15/1993,14211,Yes,Yes,No,Yes
2/11/1966,14213,No,Yes,Yes,Yes
11/20/1915,14208,No,Yes,Yes,Yes
4/2/1913,14213,Yes,Yes,Yes,Yes
1/27/1982,14212,Yes,No,Yes,Yes
6/28/1921,14223,No,Yes,No,No
4/17/1954,14214,No,Yes,Yes,Yes
11/19/1940,14214,No,Yes,No,Yes
7/28/1954,14214,No,No,Yes,Yes
5/13/1968,14206,No,Yes,Yes,Yes
5/2/1983,14223,No,No,Yes,Yes
6/8/1983,14216,No,No,Yes,Yes
3/29/1906,14206,No,Yes,No,No
6/6/1918,14208,Yes,Yes,Yes,No
5/3/1920,14201,No,Yes,Yes,Yes
3/27/1953,14214,No,Yes,No,No
9/23/1967,14204,Yes,Yes,No,Yes
11/1/1998,14211,Yes,Yes,Yes,No
2/22/2000,14223,Yes,Yes,No,Yes
9/13/1910,14210,Yes,Yes,Yes,Yes
9/24/1914,14214,Yes,Yes,Yes,Yes
10/28/1989,14218,No,No,Yes,Yes
2/21/2007,14213,No,Yes,Yes,Yes
11/17/1962,14210,No,No,Yes,Yes
3/2/1908,14213,No,No,Yes,Yes
1/12/1950,14201,Yes,Yes,Yes,Yes
2/7/1930,14206,No,No,Yes,Yes
10/15/1950,14210,Yes,Yes,Yes,No
7/10/1956,14202,Yes,No,No,Yes
6/2/1949,14202,No,Yes,Yes,Yes
10/19/1961,14211,No,Yes,Yes,Yes
3/20/1973,14201,Yes,Yes,Yes,Yes
8/2/1978,14223,No,Yes,Yes,No
6/11/1959,14206,Yes,Yes,No,No
11/15/1912,14223,No,No,Yes,Yes
8/8/1990,14223,Yes,Yes,Yes,Yes
8/22/1968,14213,Yes,Yes,Yes,Yes
10/12/1964,14208,Yes,Yes,Yes,Yes
